===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,SMACross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
1215,,1215,2020-02-20 14:00:00,9589.38,9619.83,9563.67,9598.99,2392.5,,SMACross,1215,737475.5833333334,Broker,1215,17698.935744343562,9041.33147003894,BuySell,1215,,,Trades - Net Profit/Loss,1215,,
1216,,1216,2020-02-20 15:00:00,9598.99,9609.9,9562.61,9574.26,1999.27,,SMACross,1216,737475.625,Broker,1216,17698.935744343562,9063.63616602295,BuySell,1216,,,Trades - Net Profit/Loss,1216,,
1217,,1217,2020-02-20 16:00:00,9574.26,9699.0,9400.0,9631.35,6804.69,,SMACross,1217,737475.6666666666,Broker,1217,17698.935744343562,9012.14505831057,BuySell,1217,,,Trades - Net Profit/Loss,1217,,
1218,,1218,2020-02-20 17:00:00,9631.35,9647.36,9410.0,9498.77,4711.25,,SMACross,1218,737475.7083333334,Broker,1218,17698.935744343562,9131.72276124466,BuySell,1218,,,Trades - Net Profit/Loss,1218,,
1219,,1219,2020-02-20 18:00:00,9498.77,9577.88,9460.02,9530.63,2119.32,,SMACross,1219,737475.75,Broker,1219,17698.935744343562,9102.987313850786,BuySell,1219,,,Trades - Net Profit/Loss,1219,,
1220,,1220,2020-02-20 19:00:00,9530.63,9574.49,9516.61,9551.96,948.03,,SMACross,1220,737475.7916666666,Broker,1220,17698.935744343562,9083.749175341327,BuySell,1220,,,Trades - Net Profit/Loss,1220,,
1221,,1221,2020-02-20 20:00:00,9551.96,9589.0,9537.0,9582.8,918.89,,SMACross,1221,737475.8333333334,Broker,1221,17698.935744343562,9055.933695189815,BuySell,1221,,,Trades - Net Profit/Loss,1221,,
1222,,1222,2020-02-20 21:00:00,9582.8,9623.82,9560.0,9609.21,1245.05,,SMACross,1222,737475.875,Broker,1222,17698.935744343562,9032.11375904191,BuySell,1222,,,Trades - Net Profit/Loss,1222,,
1223,,1223,2020-02-20 22:00:00,9609.21,9663.14,9572.79,9611.57,1543.88,,SMACross,1223,737475.9166666666,Broker,1223,17698.935744343562,9029.985207383103,BuySell,1223,,,Trades - Net Profit/Loss,1223,,
1224,,1224,2020-02-20 23:00:00,9611.57,9622.85,9580.0,9596.42,920.95,,SMACross,1224,737475.9583333334,Broker,1224,17698.935744343562,9043.649426718232,BuySell,1224,,,Trades - Net Profit/Loss,1224,,
1225,,1225,2020-02-21 00:00:00,9596.42,9610.0,9569.42,9600.1,1011.31,,SMACross,1225,737476.0,Broker,1225,17698.935744343562,9040.330329216365,BuySell,1225,,,Trades - Net Profit/Loss,1225,,
1226,,1226,2020-02-21 01:00:00,9600.1,9648.0,9584.21,9647.99,1175.39,,SMACross,1226,737476.0416666666,Broker,1226,17698.935744343562,8997.136965258653,BuySell,1226,,,Trades - Net Profit/Loss,1226,,
1227,,1227,2020-02-21 02:00:00,9647.99,9662.94,9630.0,9643.57,1466.33,,SMACross,1227,737476.0833333334,Broker,1227,17698.935744343562,9001.12348997557,BuySell,1227,,,Trades - Net Profit/Loss,1227,,
1228,,1228,2020-02-21 03:00:00,9643.57,9714.06,9609.93,9708.17,2667.49,,SMACross,1228,737476.125,Broker,1228,17698.935744343562,8942.858897959108,BuySell,1228,,,Trades - Net Profit/Loss,1228,,
1229,,1229,2020-02-21 04:00:00,9708.17,9733.0,9660.79,9688.99,1656.31,,SMACross,1229,737476.1666666666,Broker,1229,169.26989788188448,8908.047752395196,BuySell,1229,9515.87815,,Trades - Net Profit/Loss,1229,,-100.81207583502649
1230,,1230,2020-02-21 05:00:00,9688.99,9701.0,9650.0,9674.22,1635.02,,SMACross,1230,737476.2083333334,Broker,1230,169.26989788188448,8894.726265954281,BuySell,1230,,,Trades - Net Profit/Loss,1230,,
1231,,1231,2020-02-21 06:00:00,9674.22,9730.0,9655.16,9669.7,1470.04,,SMACross,1231,737476.25,Broker,1231,169.26989788188448,8890.649548370468,BuySell,1231,,,Trades - Net Profit/Loss,1231,,
1232,,1232,2020-02-21 07:00:00,9669.7,9689.19,9651.0,9673.43,997.91,,SMACross,1232,737476.2916666666,Broker,1232,169.26989788188448,8894.013742305784,BuySell,1232,,,Trades - Net Profit/Loss,1232,,
1233,,1233,2020-02-21 08:00:00,9673.43,9689.22,9613.04,9632.07,2062.91,,SMACross,1233,737476.3333333334,Broker,1233,169.26989788188448,8856.709972556546,BuySell,1233,,,Trades - Net Profit/Loss,1233,,
1234,,1234,2020-02-21 09:00:00,9632.07,9669.43,9613.0,9659.91,1564.03,,SMACross,1234,737476.375,Broker,1234,169.26989788188448,8881.8196667011,BuySell,1234,,,Trades - Net Profit/Loss,1234,,
1235,,1235,2020-02-21 10:00:00,9659.91,9715.74,9645.01,9677.94,1447.54,,SMACross,1235,737476.4166666666,Broker,1235,169.26989788188448,8898.081440602908,BuySell,1235,,,Trades - Net Profit/Loss,1235,,
1236,,1236,2020-02-21 11:00:00,9677.94,9719.0,9676.52,9694.56,1714.89,,SMACross,1236,737476.4583333334,Broker,1236,169.26989788188448,8913.071495081445,BuySell,1236,,,Trades - Net Profit/Loss,1236,,
1237,,1237,2020-02-21 12:00:00,9694.56,9755.51,9691.08,9747.01,2587.62,,SMACross,1237,737476.5,Broker,1237,169.26989788188448,8960.377653769732,BuySell,1237,,,Trades - Net Profit/Loss,1237,,
1238,,1238,2020-02-21 13:00:00,9747.01,9748.57,9683.38,9726.37,2261.43,,SMACross,1238,737476.5416666666,Broker,1238,169.26989788188448,8941.761846041874,BuySell,1238,,,Trades - Net Profit/Loss,1238,,
1239,,1239,2020-02-21 14:00:00,9726.37,9742.43,9663.35,9675.01,1672.84,,SMACross,1239,737476.5833333334,Broker,1239,169.26989788188448,8895.43878960278,BuySell,1239,,,Trades - Net Profit/Loss,1239,,
1240,,1240,2020-02-21 15:00:00,9675.01,9725.42,9660.0,9722.56,1551.81,,SMACross,1240,737476.625,Broker,1240,169.26989788188448,8938.325497813037,BuySell,1240,,,Trades - Net Profit/Loss,1240,,
1241,,1241,2020-02-21 16:00:00,9722.56,9742.33,9687.01,9724.22,1548.66,,SMACross,1241,737476.6666666666,Broker,1241,169.26989788188448,8939.822699403554,BuySell,1241,,,Trades - Net Profit/Loss,1241,,
1242,,1242,2020-02-21 17:00:00,9724.22,9731.9,9690.57,9709.79,1225.16,,SMACross,1242,737476.7083333334,Broker,1242,169.26989788188448,8926.807868710095,BuySell,1242,,,Trades - Net Profit/Loss,1242,,
1243,,1243,2020-02-21 18:00:00,9709.79,9727.0,9700.0,9701.11,1133.9,,SMACross,1243,737476.75,Broker,1243,169.26989788188448,8918.9791278633,BuySell,1243,,,Trades - Net Profit/Loss,1243,,
1244,,1244,2020-02-21 19:00:00,9701.11,9716.4,9660.0,9681.84,1153.73,,SMACross,1244,737476.7916666666,Broker,1244,169.26989788188448,8901.59896241195,BuySell,1244,,,Trades - Net Profit/Loss,1244,,
1245,,1245,2020-02-21 20:00:00,9681.84,9720.0,9550.21,9695.41,3628.08,,SMACross,1245,737476.8333333334,Broker,1245,169.26989788188448,8913.838134450083,BuySell,1245,,,Trades - Net Profit/Loss,1245,,
1246,,1246,2020-02-21 21:00:00,9695.41,9710.0,9623.71,9663.29,1117.37,,SMACross,1246,737476.875,Broker,1246,169.26989788188448,8884.868185602272,BuySell,1246,,,Trades - Net Profit/Loss,1246,,
1247,,1247,2020-02-21 22:00:00,9663.29,9664.15,9626.08,9656.45,665.43,,SMACross,1247,737476.9166666666,Broker,1247,169.26989788188448,8878.69899350641,BuySell,1247,,,Trades - Net Profit/Loss,1247,,
1248,,1248,2020-02-21 23:00:00,9656.45,9713.7,9641.23,9677.05,1015.63,,SMACross,1248,737476.9583333334,Broker,1248,169.26989788188448,8897.27872408751,BuySell,1248,,,Trades - Net Profit/Loss,1248,,
1249,,1249,2020-02-22 00:00:00,9677.05,9709.17,9660.3,9689.67,765.91,,SMACross,1249,737477.0,Broker,1249,169.26989788188448,8908.661063890107,BuySell,1249,,,Trades - Net Profit/Loss,1249,,
1250,,1250,2020-02-22 01:00:00,9689.67,9692.08,9647.62,9651.09,704.23,,SMACross,1250,737477.0416666666,Broker,1250,169.26989788188448,8873.864655840649,BuySell,1250,,,Trades - Net Profit/Loss,1250,,
1251,,1251,2020-02-22 02:00:00,9651.09,9664.95,9637.0,9646.59,895.12,,SMACross,1251,737477.0833333334,Broker,1251,17561.050224283495,8860.514145335166,BuySell,1251,,9809.92425,Trades - Net Profit/Loss,1251,,-68.9427600300325
1252,,1252,2020-02-22 03:00:00,9646.59,9682.23,9642.68,9665.9,943.09,,SMACross,1252,737477.125,Broker,1252,17561.050224283495,8843.097902737058,BuySell,1252,,,Trades - Net Profit/Loss,1252,,
1253,,1253,2020-02-22 04:00:00,9665.9,9668.81,9613.8,9622.72,1113.64,,SMACross,1253,737477.1666666666,Broker,1253,17561.050224283495,8882.043182663849,BuySell,1253,,,Trades - Net Profit/Loss,1253,,
1254,,1254,2020-02-22 05:00:00,9622.72,9647.36,9582.02,9613.52,1059.92,,SMACross,1254,737477.2083333334,Broker,1254,17561.050224283495,8890.340926418514,BuySell,1254,,,Trades - Net Profit/Loss,1254,,
1255,,1255,2020-02-22 06:00:00,9613.52,9618.77,9560.02,9600.11,1301.48,,SMACross,1255,737477.25,Broker,1255,17561.050224283495,8902.435789869609,BuySell,1255,,,Trades - Net Profit/Loss,1255,,
1256,,1256,2020-02-22 07:00:00,9600.11,9615.0,9581.82,9590.9,882.33,,SMACross,1256,737477.2916666666,Broker,1256,17561.050224283495,8910.742552910966,BuySell,1256,,,Trades - Net Profit/Loss,1256,,
1257,,1257,2020-02-22 08:00:00,9590.9,9658.09,9589.35,9642.0,1056.46,,SMACross,1257,737477.3333333334,Broker,1257,17561.050224283495,8864.653997925809,BuySell,1257,,,Trades - Net Profit/Loss,1257,,
1258,,1258,2020-02-22 09:00:00,9642.0,9643.17,9578.9,9616.85,1057.85,,SMACross,1258,737477.375,Broker,1258,17561.050224283495,8887.337503950794,BuySell,1258,,,Trades - Net Profit/Loss,1258,,
1259,,1259,2020-02-22 10:00:00,9616.85,9640.0,9611.37,9624.58,771.95,,SMACross,1259,737477.4166666666,Broker,1259,17561.050224283495,8880.365595339536,BuySell,1259,,,Trades - Net Profit/Loss,1259,,
1260,,1260,2020-02-22 11:00:00,9624.58,9640.0,9617.1,9634.61,794.2,,SMACross,1260,737477.4583333334,Broker,1260,17561.050224283495,8871.319250789611,BuySell,1260,,,Trades - Net Profit/Loss,1260,,
1261,,1261,2020-02-22 12:00:00,9634.61,9670.0,9630.54,9649.02,1400.7,,SMACross,1261,737477.5,Broker,1261,17561.050224283495,8858.32245866953,BuySell,1261,,,Trades - Net Profit/Loss,1261,,
1262,,1262,2020-02-22 13:00:00,9649.02,9665.02,9635.0,9653.67,1131.8,,SMACross,1262,737477.5416666666,Broker,1262,17561.050224283495,8854.12849035875,BuySell,1262,,,Trades - Net Profit/Loss,1262,,
1263,,1263,2020-02-22 14:00:00,9653.67,9663.68,9635.0,9645.0,1097.68,,SMACross,1263,737477.5833333334,Broker,1263,17561.050224283495,8861.948211918852,BuySell,1263,,,Trades - Net Profit/Loss,1263,,
1264,,1264,2020-02-22 15:00:00,9645.0,9652.83,9607.42,9630.19,1313.0,,SMACross,1264,737477.625,Broker,1264,17561.050224283495,8875.305775506527,BuySell,1264,,,Trades - Net Profit/Loss,1264,,
1265,,1265,2020-02-22 16:00:00,9630.19,9649.0,9600.01,9642.87,1210.31,,SMACross,1265,737477.6666666666,Broker,1265,17561.050224283495,8863.86931998379,BuySell,1265,,,Trades - Net Profit/Loss,1265,,
1266,,1266,2020-02-22 17:00:00,9642.87,9680.0,9626.32,9656.29,1654.78,,SMACross,1266,737477.7083333334,Broker,1266,17561.050224283495,8851.765437246006,BuySell,1266,,,Trades - Net Profit/Loss,1266,,
1267,,1267,2020-02-22 18:00:00,9656.29,9663.15,9640.0,9655.64,647.17,,SMACross,1267,737477.75,Broker,1267,17561.050224283495,8852.351690880849,BuySell,1267,,,Trades - Net Profit/Loss,1267,,
1268,,1268,2020-02-22 19:00:00,9655.64,9679.0,9655.07,9666.93,725.64,,SMACross,1268,737477.7916666666,Broker,1268,126.23576041139495,8845.117068486888,BuySell,1268,9510.24395,,Trades - Net Profit/Loss,1268,,-21.517068735244543
1269,,1269,2020-02-22 20:00:00,9666.93,9697.0,9666.93,9676.46,857.42,,SMACross,1269,737477.8333333334,Broker,1269,126.23576041139495,8853.71244870232,BuySell,1269,,,Trades - Net Profit/Loss,1269,,
1270,,1270,2020-02-22 21:00:00,9676.46,9696.0,9668.94,9682.01,546.29,,SMACross,1270,737477.875,Broker,1270,126.23576041139495,8858.718152815189,BuySell,1270,,,Trades - Net Profit/Loss,1270,,
1271,,1271,2020-02-22 22:00:00,9682.01,9683.0,9659.41,9667.25,483.33,,SMACross,1271,737477.9166666666,Broker,1271,126.23576041139495,8845.405685660964,BuySell,1271,,,Trades - Net Profit/Loss,1271,,
1272,,1272,2020-02-22 23:00:00,9667.25,9681.63,9644.47,9650.86,608.48,,SMACross,1272,737477.9583333334,Broker,1272,126.23576041139495,8830.623074776293,BuySell,1272,,,Trades - Net Profit/Loss,1272,,
1273,,1273,2020-02-23 00:00:00,9650.86,9678.93,9645.0,9676.24,583.7,,SMACross,1273,737478.0,Broker,1273,126.23576041139495,8853.514024395143,BuySell,1273,,,Trades - Net Profit/Loss,1273,,
1274,,1274,2020-02-23 01:00:00,9676.24,9683.08,9658.97,9666.49,552.41,,SMACross,1274,737478.0416666666,Broker,1274,126.23576041139495,8844.720219872535,BuySell,1274,,,Trades - Net Profit/Loss,1274,,
1275,,1275,2020-02-23 02:00:00,9666.49,9683.92,9659.96,9680.54,546.88,,SMACross,1275,737478.0833333334,Broker,1275,126.23576041139495,8857.392317671782,BuySell,1275,,,Trades - Net Profit/Loss,1275,,
1276,,1276,2020-02-23 03:00:00,9680.54,9797.97,9675.19,9787.08,2022.61,,SMACross,1276,737478.125,Broker,1276,126.23576041139495,8953.48379806549,BuySell,1276,,,Trades - Net Profit/Loss,1276,,
1277,,1277,2020-02-23 04:00:00,9787.08,9920.0,9786.46,9848.34,4970.01,,SMACross,1277,737478.1666666666,Broker,1277,126.23576041139495,9008.73594832754,BuySell,1277,,,Trades - Net Profit/Loss,1277,,
1278,,1278,2020-02-23 05:00:00,9848.34,9920.0,9829.01,9868.38,1857.02,,SMACross,1278,737478.2083333334,Broker,1278,126.23576041139495,9026.810598854006,BuySell,1278,,,Trades - Net Profit/Loss,1278,,
1279,,1279,2020-02-23 06:00:00,9868.38,9916.0,9865.57,9891.74,1535.33,,SMACross,1279,737478.25,Broker,1279,126.23576041139495,9047.879652561505,BuySell,1279,,,Trades - Net Profit/Loss,1279,,
1280,,1280,2020-02-23 07:00:00,9891.74,9910.19,9861.54,9880.7,1362.31,,SMACross,1280,737478.2916666666,Broker,1280,126.23576041139495,9037.922360055909,BuySell,1280,,,Trades - Net Profit/Loss,1280,,
1281,,1281,2020-02-23 08:00:00,9880.7,9889.91,9863.0,9880.1,1045.4,,SMACross,1281,737478.3333333334,Broker,1281,126.23576041139495,9037.381202854516,BuySell,1281,,,Trades - Net Profit/Loss,1281,,
1282,,1282,2020-02-23 09:00:00,9880.1,9912.29,9870.41,9885.86,1509.24,,SMACross,1282,737478.375,Broker,1282,126.23576041139495,9042.576311987874,BuySell,1282,,,Trades - Net Profit/Loss,1282,,
1283,,1283,2020-02-23 10:00:00,9885.86,9990.0,9840.77,9852.98,3092.96,,SMACross,1283,737478.4166666666,Broker,1283,126.23576041139495,9012.92089735163,BuySell,1283,,,Trades - Net Profit/Loss,1283,,
1284,,1284,2020-02-23 11:00:00,9852.98,9879.93,9810.07,9825.57,2038.77,,SMACross,1284,737478.4583333334,Broker,1284,126.23576041139495,8988.19903253474,BuySell,1284,,,Trades - Net Profit/Loss,1284,,
1285,,1285,2020-02-23 12:00:00,9825.57,9863.78,9800.0,9844.15,1735.58,,SMACross,1285,737478.5,Broker,1285,126.23576041139495,9004.95686720449,BuySell,1285,,,Trades - Net Profit/Loss,1285,,
1286,,1286,2020-02-23 13:00:00,9844.15,9889.99,9839.4,9867.84,1189.1,,SMACross,1286,737478.5416666666,Broker,1286,126.23576041139495,9026.323557372754,BuySell,1286,,,Trades - Net Profit/Loss,1286,,
1287,,1287,2020-02-23 14:00:00,9867.84,9900.0,9855.0,9895.63,1013.87,,SMACross,1287,737478.5833333334,Broker,1287,126.23576041139495,9051.38815508386,BuySell,1287,,,Trades - Net Profit/Loss,1287,,
1288,,1288,2020-02-23 15:00:00,9895.63,9907.65,9840.44,9861.9,1499.15,,SMACross,1288,737478.625,Broker,1288,126.23576041139495,9020.96610107898,BuySell,1288,,,Trades - Net Profit/Loss,1288,,
1289,,1289,2020-02-23 16:00:00,9861.9,9889.13,9846.1,9868.8,1001.74,,SMACross,1289,737478.6666666666,Broker,1289,126.23576041139495,9027.18940889498,BuySell,1289,,,Trades - Net Profit/Loss,1289,,
1290,,1290,2020-02-23 17:00:00,9868.8,9889.0,9860.01,9877.99,766.78,,SMACross,1290,737478.7083333334,Broker,1290,126.23576041139495,9035.478133362956,BuySell,1290,,,Trades - Net Profit/Loss,1290,,
1291,,1291,2020-02-23 18:00:00,9877.99,9890.0,9863.0,9874.96,617.57,,SMACross,1291,737478.75,Broker,1291,126.23576041139495,9032.74528949593,BuySell,1291,,,Trades - Net Profit/Loss,1291,,
1292,,1292,2020-02-23 19:00:00,9874.96,9896.0,9861.05,9871.76,700.28,,SMACross,1292,737478.7916666666,Broker,1292,126.23576041139495,9029.859117755177,BuySell,1292,,,Trades - Net Profit/Loss,1292,,
1293,,1293,2020-02-23 20:00:00,9871.76,9879.68,9835.51,9865.0,815.14,,SMACross,1293,737478.8333333334,Broker,1293,126.23576041139495,9023.762079952836,BuySell,1293,,,Trades - Net Profit/Loss,1293,,
1294,,1294,2020-02-23 21:00:00,9865.0,9882.0,9853.88,9859.38,573.89,,SMACross,1294,737478.875,Broker,1294,126.23576041139495,9018.693240833138,BuySell,1294,,,Trades - Net Profit/Loss,1294,,
1295,,1295,2020-02-23 22:00:00,9859.38,9913.0,9850.0,9909.94,876.44,,SMACross,1295,737478.9166666666,Broker,1295,126.23576041139495,9064.294754337043,BuySell,1295,,,Trades - Net Profit/Loss,1295,,
1296,,1296,2020-02-23 23:00:00,9909.94,9971.17,9885.01,9936.4,2535.89,,SMACross,1296,737478.9583333334,Broker,1296,126.23576041139495,9088.159786918397,BuySell,1296,,,Trades - Net Profit/Loss,1296,,
1297,,1297,2020-02-24 00:00:00,9936.4,9990.0,9902.46,9946.07,2837.56,,SMACross,1297,737479.0,Broker,1297,126.23576041139495,9096.881437147485,BuySell,1297,,,Trades - Net Profit/Loss,1297,,
1298,,1298,2020-02-24 01:00:00,9946.07,9949.92,9875.48,9885.04,1593.65,,SMACross,1298,737479.0416666666,Broker,1298,126.23576041139495,9041.836730479305,BuySell,1298,,,Trades - Net Profit/Loss,1298,,
1299,,1299,2020-02-24 02:00:00,9885.04,9917.0,9600.0,9741.09,5111.0,,SMACross,1299,737479.0833333334,Broker,1299,126.23576041139495,8912.00409857885,BuySell,1299,,,Trades - Net Profit/Loss,1299,,
1300,,1300,2020-02-24 03:00:00,9741.09,9782.08,9725.11,9753.71,2025.96,,SMACross,1300,737479.125,Broker,1300,126.23576041139495,8923.386438381445,BuySell,1300,,,Trades - Net Profit/Loss,1300,,
1301,,1301,2020-02-24 04:00:00,9753.71,9759.99,9730.78,9756.8,1265.92,,SMACross,1301,737479.1666666666,Broker,1301,17702.942814995553,8903.005177438337,BuySell,1301,,9906.38985,Trades - Net Profit/Loss,1301,70.94629535602988,
1302,,1302,2020-02-24 05:00:00,9756.8,9760.0,9730.05,9759.49,866.81,,SMACross,1302,737479.2083333334,Broker,1302,17702.942814995553,8900.578989318767,BuySell,1302,,,Trades - Net Profit/Loss,1302,,
1303,,1303,2020-02-24 06:00:00,9759.49,9762.91,9710.2,9726.19,999.37,,SMACross,1303,737479.25,Broker,1303,17702.942814995553,8930.613213995981,BuySell,1303,,,Trades - Net Profit/Loss,1303,,
1304,,1304,2020-02-24 07:00:00,9726.19,9757.49,9667.71,9752.83,2407.66,,SMACross,1304,737479.2916666666,Broker,1304,17702.942814995553,8906.585834254209,BuySell,1304,,,Trades - Net Profit/Loss,1304,,
1305,,1305,2020-02-24 08:00:00,9752.83,9770.35,9740.24,9757.52,1212.75,,SMACross,1305,737479.3333333334,Broker,1305,17702.942814995553,8902.355788796667,BuySell,1305,,,Trades - Net Profit/Loss,1305,,
1306,,1306,2020-02-24 09:00:00,9757.52,9769.11,9694.74,9717.8,1336.76,,SMACross,1306,737479.375,Broker,1306,17702.942814995553,8938.18039552877,BuySell,1306,,,Trades - Net Profit/Loss,1306,,
1307,,1307,2020-02-24 10:00:00,9717.8,9754.0,9698.04,9748.74,1130.77,,SMACross,1307,737479.4166666666,Broker,1307,17702.942814995553,8910.27472251036,BuySell,1307,,,Trades - Net Profit/Loss,1307,,
1308,,1308,2020-02-24 11:00:00,9748.74,9820.0,9737.85,9811.38,1994.76,,SMACross,1308,737479.4583333334,Broker,1308,17702.942814995553,8853.777910685112,BuySell,1308,,,Trades - Net Profit/Loss,1308,,
1309,,1309,2020-02-24 12:00:00,9811.38,9843.5,9778.31,9795.16,1741.51,,SMACross,1309,737479.5,Broker,1309,17702.942814995553,8868.407193696055,BuySell,1309,,,Trades - Net Profit/Loss,1309,,
1310,,1310,2020-02-24 13:00:00,9795.16,9811.1,9735.49,9751.01,1784.3,,SMACross,1310,737479.5416666666,Broker,1310,17702.942814995553,8908.227344431763,BuySell,1310,,,Trades - Net Profit/Loss,1310,,
1311,,1311,2020-02-24 14:00:00,9751.01,9824.66,9710.95,9736.45,2336.18,,SMACross,1311,737479.5833333334,Broker,1311,17702.942814995553,8921.35942585219,BuySell,1311,,,Trades - Net Profit/Loss,1311,,
1312,,1312,2020-02-24 15:00:00,9736.45,9781.28,9668.0,9703.28,2795.47,,SMACross,1312,737479.625,Broker,1312,17702.942814995553,8951.276399802438,BuySell,1312,,,Trades - Net Profit/Loss,1312,,
1313,,1313,2020-02-24 16:00:00,9703.28,9731.6,9634.29,9650.0,2757.3,,SMACross,1313,737479.6666666666,Broker,1313,17702.942814995553,8999.331159285983,BuySell,1313,,,Trades - Net Profit/Loss,1313,,
1314,,1314,2020-02-24 17:00:00,9650.0,9659.96,9569.91,9600.76,3082.73,,SMACross,1314,737479.7083333334,Broker,1314,17702.942814995553,9043.742126946827,BuySell,1314,,,Trades - Net Profit/Loss,1314,,
1315,,1315,2020-02-24 18:00:00,9600.76,9600.76,9473.56,9588.3,4791.96,,SMACross,1315,737479.75,Broker,1315,17702.942814995553,9054.980158162385,BuySell,1315,,,Trades - Net Profit/Loss,1315,,
1316,,1316,2020-02-24 19:00:00,9588.3,9646.19,9569.0,9601.09,2118.28,,SMACross,1316,737479.7916666666,Broker,1316,17702.942814995553,9043.444490486061,BuySell,1316,,,Trades - Net Profit/Loss,1316,,
1317,,1317,2020-02-24 20:00:00,9601.09,9646.2,9569.03,9594.81,1886.31,,SMACross,1317,737479.8333333334,Broker,1317,17702.942814995553,9049.10860252729,BuySell,1317,,,Trades - Net Profit/Loss,1317,,
1318,,1318,2020-02-24 21:00:00,9594.81,9620.0,9563.32,9609.61,1767.68,,SMACross,1318,737479.875,Broker,1318,17702.942814995553,9035.760058226304,BuySell,1318,,,Trades - Net Profit/Loss,1318,,
1319,,1319,2020-02-24 22:00:00,9609.61,9650.0,9599.11,9633.5,1119.46,,SMACross,1319,737479.9166666666,Broker,1319,17702.942814995553,9014.212982324243,BuySell,1319,,,Trades - Net Profit/Loss,1319,,
1320,,1320,2020-02-24 23:00:00,9633.5,9671.98,9610.0,9656.13,1032.52,,SMACross,1320,737479.9583333334,Broker,1320,17702.942814995553,8993.802336545103,BuySell,1320,,,Trades - Net Profit/Loss,1320,,
1321,,1321,2020-02-25 00:00:00,9656.13,9671.12,9602.39,9616.74,1148.06,,SMACross,1321,737480.0,Broker,1321,17702.942814995553,9029.329306816438,BuySell,1321,,,Trades - Net Profit/Loss,1321,,
1322,,1322,2020-02-25 01:00:00,9616.74,9650.98,9580.0,9590.44,1372.9,,SMACross,1322,737480.0416666666,Broker,1322,17702.942814995553,9053.050030810757,BuySell,1322,,,Trades - Net Profit/Loss,1322,,
1323,,1323,2020-02-25 02:00:00,9590.44,9621.98,9567.22,9608.24,1152.41,,SMACross,1323,737480.0833333334,Broker,1323,17702.942814995553,9036.995700502815,BuySell,1323,,,Trades - Net Profit/Loss,1323,,
1324,,1324,2020-02-25 03:00:00,9608.24,9627.52,9571.45,9579.44,968.18,,SMACross,1324,737480.125,Broker,1324,17702.942814995553,9062.971246169596,BuySell,1324,,,Trades - Net Profit/Loss,1324,,
1325,,1325,2020-02-25 04:00:00,9579.44,9604.99,9551.11,9576.22,1213.99,,SMACross,1325,737480.1666666666,Broker,1325,17702.942814995553,9065.875456483729,BuySell,1325,,,Trades - Net Profit/Loss,1325,,
1326,,1326,2020-02-25 05:00:00,9576.22,9592.73,9528.19,9556.3,1828.61,,SMACross,1326,737480.2083333334,Broker,1326,17702.942814995553,9083.84187556992,BuySell,1326,,,Trades - Net Profit/Loss,1326,,
1327,,1327,2020-02-25 06:00:00,9556.3,9571.75,9505.0,9540.53,1895.01,,SMACross,1327,737480.25,Broker,1327,17702.942814995553,9098.065290679819,BuySell,1327,,,Trades - Net Profit/Loss,1327,,
1328,,1328,2020-02-25 07:00:00,9540.53,9540.53,9486.18,9520.16,1954.99,,SMACross,1328,737480.2916666666,Broker,1328,17702.942814995553,9116.437577667053,BuySell,1328,,,Trades - Net Profit/Loss,1328,,
1329,,1329,2020-02-25 08:00:00,9520.16,9581.63,9502.57,9552.43,1987.68,,SMACross,1329,737480.3333333334,Broker,1329,17702.942814995553,9087.332339518893,BuySell,1329,,,Trades - Net Profit/Loss,1329,,
1330,,1330,2020-02-25 09:00:00,9552.43,9596.03,9550.55,9561.36,1369.64,,SMACross,1330,737480.375,Broker,1330,17702.942814995553,9079.278116504853,BuySell,1330,,,Trades - Net Profit/Loss,1330,,
1331,,1331,2020-02-25 10:00:00,9561.36,9580.98,9536.0,9552.72,1389.96,,SMACross,1331,737480.4166666666,Broker,1331,17702.942814995553,9087.070780204887,BuySell,1331,,,Trades - Net Profit/Loss,1331,,
1332,,1332,2020-02-25 11:00:00,9552.72,9645.0,9488.0,9627.22,2870.44,,SMACross,1332,737480.4583333334,Broker,1332,17702.942814995553,9019.877094365473,BuySell,1332,,,Trades - Net Profit/Loss,1332,,
1333,,1333,2020-02-25 12:00:00,9627.22,9675.0,9595.05,9615.51,2367.19,,SMACross,1333,737480.5,Broker,1333,17702.942814995553,9030.43867907929,BuySell,1333,,,Trades - Net Profit/Loss,1333,,
1334,,1334,2020-02-25 13:00:00,9615.51,9620.0,9550.0,9567.8,1856.17,,SMACross,1334,737480.5416666666,Broker,1334,17702.942814995553,9073.469695876587,BuySell,1334,,,Trades - Net Profit/Loss,1334,,
1335,,1335,2020-02-25 14:00:00,9567.8,9570.31,9360.0,9404.87,5189.35,,SMACross,1335,737480.5833333334,Broker,1335,17702.942814995553,9220.420933914385,BuySell,1335,,,Trades - Net Profit/Loss,1335,,
1336,,1336,2020-02-25 15:00:00,9404.87,9436.82,9369.0,9397.47,2608.04,,SMACross,1336,737480.625,Broker,1336,17702.942814995553,9227.095206064878,BuySell,1336,,,Trades - Net Profit/Loss,1336,,
